SalesOrderID,OrderQty,ProductID,UnitPrice,UnitPriceDiscount,LineTotal,CustomerID
71936,5,988,112.998,0.4,338.994,30050
71936,7,742,818.7,0,5730.9,30050
71936,2,936,37.254,0,74.508,30050
71936,6,909,23.484,0,140.904,30050
71938,5,973,1020.594,0,5102.97,29546
71938,3,876,72,0,216,29546
71938,2,835,356.898,0,713.796,29546
71938,3,974,1020.594,0,3061.782,29546
71938,3,707,20.994,0,62.982,29546
71938,1,813,72.162,0,72.162,29546
71938,5,938,24.294,0,121.47,29546
71938,5,884,32.394,0,161.97,29546
71938,3,711,20.994,0,62.982,29546
71938,1,712,5.394,0,5.394,29546
71938,5,940,48.594,0,242.97,29546
71938,3,792,1466.01,0,4398.03,29546
71938,5,976,1020.594,0,5102.97,29546
71938,5,798,672.294,0,3361.47,29546
71938,4,799,672.294,0,2689.176,29546
71938,4,864,38.1,0,152.4,29546
71938,2,714,29.994,0,59.988,29546
71938,4,999,323.994,0,1295.976,29546
71938,5,998,323.994,0,1619.97,29546
71938,6,877,4.77,0,28.62,29546
71938,3,796,1466.01,0,4398.03,29546
71938,5,708,20.994,0,104.97,29546
71938,5,865,38.1,0,190.5,29546
71938,3,738,202.332,0,606.996,29546
71938,3,883,32.394,0,97.182,29546
71938,3,997,323.994,0,971.982,29546
71938,8,870,2.994,0,23.952,29546
71938,6,795,1466.01,0,8796.06,29546
71938,4,874,5.394,0,21.576,29546
71938,2,859,14.694,0,29.388,29546
71938,5,975,1020.594,0,5102.97,29546
71938,3,793,1466.01,0,4398.03,29546
71938,5,797,672.294,0,3361.47,29546
71938,7,880,32.994,0,230.958,29546
71938,4,977,323.994,0,1295.976,29546
71938,5,801,672.294,0,3361.47,29546
71938,7,794,1466.01,0,10262.07,29546
71938,6,939,37.254,0,223.524,29546
71938,3,715,29.994,0,89.982,29546
71938,1,881,32.394,0,32.394,29546
71938,2,875,5.394,0,10.788,29546
71938,3,800,672.294,0,2016.882,29546
71946,1,916,31.584,0,31.584,29741
